ANO,GRANDE REGIÃO,UF,PRODUTO,CÓDIGO IBGE,MUNICÍPIO,VENDAS
1998,REGIÃO NORDESTE,PB,ETANOL,2512505,QUEIMADAS                     ,330000
1998,REGIÃO NORDESTE,PB,ETANOL,2514508,SAO JOSE DE PIRANHAS          ,177000
1998,REGIÃO NORDESTE,PB,ETANOL,2516209,SOUSA                         ,1215300
1998,REGIÃO NORDESTE,PB,ETANOL,2512300,PRINCESA ISABEL               ,75000
1998,REGIÃO NORDESTE,PB,ETANOL,2502500,BOQUEIRAO                     ,156000
1998,REGIÃO NORDESTE,PB,ETANOL,2503603,CAICARA                       ,60000
1998,REGIÃO NORDESTE,PB,ETANOL,2504901,CRUZ DO ESPIRITO SANTO        ,91000
1998,REGIÃO NORDESTE,PB,ETANOL,2507706,JUAZEIRINHO                   ,55000
1998,REGIÃO NORDESTE,PB,ETANOL,2509105,MARI                          ,88000
1998,REGIÃO NORDESTE,PB,ETANOL,2509806,MULUNGU                       ,31000
1998,REGIÃO NORDESTE,PB,ETANOL,2511304,PIANCO                        ,345000
1998,REGIÃO NORDESTE,PB,ETANOL,2512009,POCINHOS                      ,60000
1998,REGIÃO NORDESTE,PB,ETANOL,2515105,SAO SEBASTIAO DE LAGOA DE ROCA,85000
1998,REGIÃO NORDESTE,PB,ETANOL,2515202,SAO SEBASTIAO DO UMBUZEIRO    ,50000
1998,REGIÃO NORDESTE,PB,ETANOL,2516500,TAPEROA                       ,100000
1998,REGIÃO NORDESTE,PB,ETANOL,2502003,BELEM DO BREJO DO CRUZ        ,35000
1998,REGIÃO NORDESTE,PB,ETANOL,2502909,BREJO DOS SANTOS              ,15000
1998,REGIÃO NORDESTE,PB,ETANOL,2511800,PIRPIRITUBA                   ,10000
1998,REGIÃO NORDESTE,PB,ETANOL,2512904,RIO TINTO                     ,274000
1998,REGIÃO NORDESTE,PB,ETANOL,2512203,PRATA                         ,126000
1998,REGIÃO NORDESTE,PB,ETANOL,2501406,BAIA DA TRAICAO               ,20000
1998,REGIÃO NORDESTE,PB,ETANOL,2506408,GURINHEM                      ,80000
1998,REGIÃO NORDESTE,PB,ETANOL,2506602,IBIARA                        ,55000
1998,REGIÃO NORDESTE,PB,ETANOL,2517000,UMBUZEIRO                     ,44000
1998,REGIÃO NORDESTE,PB,ETANOL,2502801,BREJO DO CRUZ                 ,110000
1998,REGIÃO NORDESTE,PB,ETANOL,2505002,CUBATI                        ,10000
1998,REGIÃO NORDESTE,PB,ETANOL,2506009,ESPERANCA                     ,56000
1998,REGIÃO NORDESTE,PB,ETANOL,2503751,CAJAZEIRINHAS                 ,5000
1998,REGIÃO NORDESTE,PB,ETANOL,2500108,AGUA BRANCA                   ,30000
1998,REGIÃO NORDESTE,PB,ETANOL,2503107,CABACEIRAS                    ,5000
1998,REGIÃO NORDESTE,PB,ETANOL,2506106,FAGUNDES                      ,5000
1998,REGIÃO NORDESTE,PB,ETANOL,2508508,LIVRAMENTO                    ,5000
1998,REGIÃO NORDESTE,PB,ETANOL,2509407,MOGEIRO                       ,25000
1998,REGIÃO NORDESTE,PB,ETANOL,2504855,COXIXOLA                      ,5000
1998,REGIÃO NORDESTE,PB,ETANOL,2505401,DESTERRO                      ,96000
1998,REGIÃO NORDESTE,PB,ETANOL,2508800,MALTA                         ,35000
1998,REGIÃO NORDESTE,PB,ETANOL,2512408,PUXINANA                      ,43000
1998,REGIÃO NORDESTE,PB,ETANOL,2511908,PITIMBU                       ,5000
1998,REGIÃO NORDESTE,PB,ETANOL,2516608,TAVARES                       ,20000
1998,REGIÃO NORDESTE,PB,ETANOL,2502100,BOA VENTURA                   ,35000
1998,REGIÃO NORDESTE,PB,ETANOL,2509156,MARIZOPOLIS                   ,5000
1998,REGIÃO NORDESTE,PB,ETANOL,2508001,JURU                          ,40000
1998,REGIÃO NORDESTE,PB,ETANOL,2500809,ARACAGI                       ,45000
1998,REGIÃO NORDESTE,PB,ETANOL,2504707,CONGO                         ,14000
1998,REGIÃO NORDESTE,PB,ETANOL,2511207,PEDRAS DE FOGO                ,36000
1998,REGIÃO NORDESTE,PB,ETANOL,2504405,CONCEICAO                     ,5000
1998,REGIÃO NORDESTE,PB,ETANOL,2516101,SOLEDADE                      ,5000
1998,REGIÃO NORDESTE,PB,ETANOL,2501201,AREIAL                        ,5000
1998,REGIÃO NORDESTE,PB,ETANOL,2502402,BONITO DE SANTA FE            ,85000
1998,REGIÃO NORDESTE,PB,ETANOL,2510308,NOVA PALMEIRA                 ,19000
1998,REGIÃO NORDESTE,PB,ETANOL,2505800,DUAS ESTRADAS                 ,5000
1998,REGIÃO NORDESTE,PB,ETANOL,2517108,VARZEA                        ,5000
1998,REGIÃO NORDESTE,PB,ETANOL,2514702,SAO JOSE DO SABUGI            ,2500
1998,REGIÃO NORDESTE,PB,ETANOL,2504073,CARAUBAS                      ,5000
1999,REGIÃO NORDESTE,PB,ETANOL,2503204,CABEDELO                      ,1884428
1999,REGIÃO NORDESTE,PB,ETANOL,2503808,CALDAS BRANDAO                ,75000
1999,REGIÃO NORDESTE,PB,ETANOL,2504006,CAMPINA GRANDE                ,9375650
1999,REGIÃO NORDESTE,PB,ETANOL,2506807,INGA                          ,166000
1999,REGIÃO NORDESTE,PB,ETANOL,2507501,JOAO PESSOA                   ,18773200
1999,REGIÃO NORDESTE,PB,ETANOL,2512700,REMIGIO                       ,220000
1999,REGIÃO NORDESTE,PB,ETANOL,2516004,SOLANEA                       ,380000
1999,REGIÃO NORDESTE,PB,ETANOL,2501805,BAYEUX                        ,3625050
1999,REGIÃO NORDESTE,PB,ETANOL,2510804,PATOS                         ,1177700
1999,REGIÃO NORDESTE,PB,ETANOL,2513706,SANTA RITA                    ,2010150
1999,REGIÃO NORDESTE,PB,ETANOL,2515300,SAPE                          ,629100
1999,REGIÃO NORDESTE,PB,ETANOL,2500302,ALAGOA GRANDE                 ,180000
1999,REGIÃO NORDESTE,PB,ETANOL,2500507,ALAGOINHA                     ,178000
1999,REGIÃO NORDESTE,PB,ETANOL,2500604,ALHANDRA                      ,482100
1999,REGIÃO NORDESTE,PB,ETANOL,2500906,ARARA                         ,130000
1999,REGIÃO NORDESTE,PB,ETANOL,2501600,BARRA DE SANTA ROSA           ,85000
1999,REGIÃO NORDESTE,PB,ETANOL,2502402,BONITO DE SANTA FE            ,82000
1999,REGIÃO NORDESTE,PB,ETANOL,2504804,COREMAS                       ,30000
1999,REGIÃO NORDESTE,PB,ETANOL,2505100,CUITE                         ,130000
1999,REGIÃO NORDESTE,PB,ETANOL,2505401,DESTERRO                      ,135000
1999,REGIÃO NORDESTE,PB,ETANOL,2506408,GURINHEM                      ,127100
1999,REGIÃO NORDESTE,PB,ETANOL,2506505,GURJAO                        ,69000
1999,REGIÃO NORDESTE,PB,ETANOL,2507005,ITAPORANGA                    ,195000
1999,REGIÃO NORDESTE,PB,ETANOL,2508605,LUCENA                        ,75000
1999,REGIÃO NORDESTE,PB,ETANOL,2508907,MAMANGUAPE                    ,642350
1999,REGIÃO NORDESTE,PB,ETANOL,2509709,MONTEIRO                      ,367000
1999,REGIÃO NORDESTE,PB,ETANOL,2510103,NOVA FLORESTA                 ,80000
1999,REGIÃO NORDESTE,PB,ETANOL,2510308,NOVA PALMEIRA                 ,67000
1999,REGIÃO NORDESTE,PB,ETANOL,2510901,PAULISTA                      ,323000
1999,REGIÃO NORDESTE,PB,ETANOL,2511401,PICUI                         ,211000
1999,REGIÃO NORDESTE,PB,ETANOL,2512106,POMBAL                        ,331000
1999,REGIÃO NORDESTE,PB,ETANOL,2512904,RIO TINTO                     ,244000
1999,REGIÃO NORDESTE,PB,ETANOL,2513404,SANTA LUZIA                   ,310000
1999,REGIÃO NORDESTE,PB,ETANOL,2513900,SAO BENTO                     ,175000
1999,REGIÃO NORDESTE,PB,ETANOL,2514001,SAO JOAO DO CARIRI            ,50000
1999,REGIÃO NORDESTE,PB,ETANOL,2514508,SAO JOSE DE PIRANHAS          ,159000
1999,REGIÃO NORDESTE,PB,ETANOL,2515504,SERRA BRANCA                  ,210000
1999,REGIÃO NORDESTE,PB,ETANOL,2516209,SOUSA                         ,917100
1999,REGIÃO NORDESTE,PB,ETANOL,2516306,SUME                          ,255000
1999,REGIÃO NORDESTE,PB,ETANOL,2516705,TEIXEIRA                      ,174000
1999,REGIÃO NORDESTE,PB,ETANOL,2516900,UIRAUNA                       ,100000
1999,REGIÃO NORDESTE,PB,ETANOL,2517000,UMBUZEIRO                     ,54050
1999,REGIÃO NORDESTE,PB,ETANOL,2500701,SAO JOAO DO RIO DO PEIXE      ,194000
1999,REGIÃO NORDESTE,PB,ETANOL,2501007,ARARUNA                       ,165000
1999,REGIÃO NORDESTE,PB,ETANOL,2501902,BELEM                         ,448500
1999,REGIÃO NORDESTE,PB,ETANOL,2503000,CAAPORA                       ,170100
1999,REGIÃO NORDESTE,PB,ETANOL,2503506,CACIMBA DE DENTRO             ,150000
1999,REGIÃO NORDESTE,PB,ETANOL,2503700,CAJAZEIRAS                    ,1154000
1999,REGIÃO NORDESTE,PB,ETANOL,2504308,CATOLE DO ROCHA               ,475000
1999,REGIÃO NORDESTE,PB,ETANOL,2504502,CONDADO                       ,90000
1999,REGIÃO NORDESTE,PB,ETANOL,2506300,GUARABIRA                     ,1572900
1999,REGIÃO NORDESTE,PB,ETANOL,2509300,MATARACA                      ,75000
1999,REGIÃO NORDESTE,PB,ETANOL,2509903,NATUBA                        ,124000
1999,REGIÃO NORDESTE,PB,ETANOL,2512505,QUEIMADAS                     ,510000
1999,REGIÃO NORDESTE,PB,ETANOL,2502500,BOQUEIRAO                     ,165000
1999,REGIÃO NORDESTE,PB,ETANOL,2504600,CONDE                         ,303000
1999,REGIÃO NORDESTE,PB,ETANOL,2504901,CRUZ DO ESPIRITO SANTO        ,116000
1999,REGIÃO NORDESTE,PB,ETANOL,2506904,ITABAIANA                     ,184000
1999,REGIÃO NORDESTE,PB,ETANOL,2507706,JUAZEIRINHO                   ,155000
1999,REGIÃO NORDESTE,PB,ETANOL,2509105,MARI                          ,79000
1999,REGIÃO NORDESTE,PB,ETANOL,2509806,MULUNGU                       ,24000
1999,REGIÃO NORDESTE,PB,ETANOL,2511100,PEDRA LAVRADA                 ,60000
1999,REGIÃO NORDESTE,PB,ETANOL,2511207,PEDRAS DE FOGO                ,45000
1999,REGIÃO NORDESTE,PB,ETANOL,2511304,PIANCO                        ,95000
1999,REGIÃO NORDESTE,PB,ETANOL,2512009,POCINHOS                      ,60000
1999,REGIÃO NORDESTE,PB,ETANOL,2515202,SAO SEBASTIAO DO UMBUZEIRO    ,35000
1999,REGIÃO NORDESTE,PB,ETANOL,2516500,TAPEROA                       ,80000
1999,REGIÃO NORDESTE,PB,ETANOL,2502801,BREJO DO CRUZ                 ,35000
1999,REGIÃO NORDESTE,PB,ETANOL,2514702,SAO JOSE DO SABUGI            ,16000
1999,REGIÃO NORDESTE,PB,ETANOL,2517108,VARZEA                        ,30500
1999,REGIÃO NORDESTE,PB,ETANOL,2508303,LAGOA SECA                    ,170600
1999,REGIÃO NORDESTE,PB,ETANOL,2512300,PRINCESA ISABEL               ,85000
1999,REGIÃO NORDESTE,PB,ETANOL,2500108,AGUA BRANCA                   ,39000
1999,REGIÃO NORDESTE,PB,ETANOL,2501104,AREIA                         ,220000
1999,REGIÃO NORDESTE,PB,ETANOL,2501309,AROEIRAS                      ,25000
1999,REGIÃO NORDESTE,PB,ETANOL,2504707,CONGO                         ,25000
1999,REGIÃO NORDESTE,PB,ETANOL,2508109,LAGOA                         ,58000
1999,REGIÃO NORDESTE,PB,ETANOL,2512203,PRATA                         ,35000
1999,REGIÃO NORDESTE,PB,ETANOL,2516101,SOLEDADE                      ,110000
1999,REGIÃO NORDESTE,PB,ETANOL,2516608,TAVARES                       ,25000
1999,REGIÃO NORDESTE,PB,ETANOL,2500809,ARACAGI                       ,78550
1999,REGIÃO NORDESTE,PB,ETANOL,2501201,AREIAL                        ,56000
1999,REGIÃO NORDESTE,PB,ETANOL,2503107,CABACEIRAS                    ,15000
1999,REGIÃO NORDESTE,PB,ETANOL,2505800,DUAS ESTRADAS                 ,15000
1999,REGIÃO NORDESTE,PB,ETANOL,2507803,JUNCO DO SERIDO               ,100000
1999,REGIÃO NORDESTE,PB,ETANOL,2511908,PITIMBU                       ,10000
1999,REGIÃO NORDESTE,PB,ETANOL,2512408,PUXINANA                      ,54000
1999,REGIÃO NORDESTE,PB,ETANOL,2504200,CATINGUEIRA                   ,30000
1999,REGIÃO NORDESTE,PB,ETANOL,2507307,JACARAU                       ,74900
1999,REGIÃO NORDESTE,PB,ETANOL,2507404,JERICO                        ,42000
1999,REGIÃO NORDESTE,PB,ETANOL,2508001,JURU                          ,40000
1999,REGIÃO NORDESTE,PB,ETANOL,2508800,MALTA                         ,5000
1999,REGIÃO NORDESTE,PB,ETANOL,2503603,CAICARA                       ,45000
1999,REGIÃO NORDESTE,PB,ETANOL,2500531,ALCANTIL                      ,46150
1999,REGIÃO NORDESTE,PB,ETANOL,2500400,ALAGOA NOVA                   ,60000
1999,REGIÃO NORDESTE,PB,ETANOL,2507609,JUAREZ TAVORA                 ,30000
1999,REGIÃO NORDESTE,PB,ETANOL,2502100,BOA VENTURA                   ,35000
1999,REGIÃO NORDESTE,PB,ETANOL,2506700,IMACULADA                     ,30000
1999,REGIÃO NORDESTE,PB,ETANOL,2515105,SAO SEBASTIAO DE LAGOA DE ROCA,25000
1999,REGIÃO NORDESTE,PB,ETANOL,2502704,BORBOREMA                     ,10000
1999,REGIÃO NORDESTE,PB,ETANOL,2501503,BANANEIRAS                    ,95000
1999,REGIÃO NORDESTE,PB,ETANOL,2506009,ESPERANCA                     ,128900
1999,REGIÃO NORDESTE,PB,ETANOL,2501350,ASSUNCAO                      ,25000
1999,REGIÃO NORDESTE,PB,ETANOL,2504855,COXIXOLA                      ,20000
1999,REGIÃO NORDESTE,PB,ETANOL,2515938,SERTAOZINHO                   ,20000
1999,REGIÃO NORDESTE,PB,ETANOL,2505274,CURRAL DE CIMA                ,10900
1999,REGIÃO NORDESTE,PB,ETANOL,2515970,SOBRADO                       ,5000
1999,REGIÃO NORDESTE,PB,ETANOL,2504073,CARAUBAS                      ,20000
1999,REGIÃO NORDESTE,PB,ETANOL,2511800,PIRPIRITUBA                   ,67900
1999,REGIÃO NORDESTE,PB,ETANOL,2516802,TRIUNFO                       ,35000
1999,REGIÃO NORDESTE,PB,ETANOL,2508508,LIVRAMENTO                    ,20000
1999,REGIÃO NORDESTE,PB,ETANOL,2504405,CONCEICAO                     ,53000
1999,REGIÃO NORDESTE,PB,ETANOL,2509156,MARIZOPOLIS                   ,56000
1999,REGIÃO NORDESTE,PB,ETANOL,2511606,PILOES                        ,25000
1999,REGIÃO NORDESTE,PB,ETANOL,2514206,SAO JOSE DA LAGOA TAPADA      ,10000
1999,REGIÃO NORDESTE,PB,ETANOL,2514907,SAO MAMEDE                    ,18000
1999,REGIÃO NORDESTE,PB,ETANOL,2506602,IBIARA                        ,20000
1999,REGIÃO NORDESTE,PB,ETANOL,2512742,RIACHAO                       ,31000
1999,REGIÃO NORDESTE,PB,ETANOL,2515407,SERIDO                        ,18000
1999,REGIÃO NORDESTE,PB,ETANOL,2500779,APARECIDA                     ,15000
1999,REGIÃO NORDESTE,PB,ETANOL,2507200,ITATUBA                       ,10000
1999,REGIÃO NORDESTE,PB,ETANOL,2509407,MOGEIRO                       ,10000
1999,REGIÃO NORDESTE,PB,ETANOL,2501538,BARAUNA                       ,15000
1999,REGIÃO NORDESTE,PB,ETANOL,2502151,BOA VISTA                     ,25000
1999,REGIÃO NORDESTE,PB,ETANOL,2509393,MATUREIA                      ,5000
1999,REGIÃO NORDESTE,PB,ETANOL,2503301,CACHOEIRA DOS INDIOS          ,35000
1999,REGIÃO NORDESTE,PB,ETANOL,2514400,SAO JOSE DE ESPINHARAS        ,2000
1999,REGIÃO NORDESTE,PB,ETANOL,2508206,LAGOA DE DENTRO               ,20000
1999,REGIÃO NORDESTE,PB,ETANOL,2511509,PILAR                         ,5000
1999,REGIÃO NORDESTE,PB,ETANOL,2509504,MONTADAS                      ,15000
1999,REGIÃO NORDESTE,PB,ETANOL,2514303,SAO JOSE DE CAIANA            ,10000
1999,REGIÃO NORDESTE,PB,ETANOL,2507102,ITAPOROROCA                   ,10000
1990,REGIÃO NORDESTE,PB,ETANOL,2500106,AGUA BRANCA,62550
1990,REGIÃO NORDESTE,PB,ETANOL,2500205,AGUIAR,35350
1990,REGIÃO NORDESTE,PB,ETANOL,2500304,ALAGOA GRANDE,306403
1990,REGIÃO NORDESTE,PB,ETANOL,2500403,ALAGOA NOVA,154200
1990,REGIÃO NORDESTE,PB,ETANOL,2500502,ALAGOINHA,136250
1990,REGIÃO NORDESTE,PB,ETANOL,2500601,ALHANDRA,423337
1990,REGIÃO NORDESTE,PB,ETANOL,2500700,SAO JOAO DO RIO DO PEI,334164
1990,REGIÃO NORDESTE,PB,ETANOL,2500809,ARACAGI,59750
1990,REGIÃO NORDESTE,PB,ETANOL,2500908,ARARA,74600
1990,REGIÃO NORDESTE,PB,ETANOL,2501005,ARARUNA,177449
1990,REGIÃO NORDESTE,PB,ETANOL,2501104,AREIA,330298
1990,REGIÃO NORDESTE,PB,ETANOL,2501203,AREIAL,47200
1990,REGIÃO NORDESTE,PB,ETANOL,2501302,AROEIRAS,266300
1990,REGIÃO NORDESTE,PB,ETANOL,2501401,BAIA DA TRAICAO,63206
1990,REGIÃO NORDESTE,PB,ETANOL,2501500,BANANEIRAS,182109
1990,REGIÃO NORDESTE,PB,ETANOL,2501609,BARRA DE SANTA ROSA,146621
1990,REGIÃO NORDESTE,PB,ETANOL,2501807,BAYEUX,2700982
1990,REGIÃO NORDESTE,PB,ETANOL,2501906,BELEM,331060
1990,REGIÃO NORDESTE,PB,ETANOL,2502003,BELEM DO BREJO DO CRUZ,35850
1990,REGIÃO NORDESTE,PB,ETANOL,2502102,BOA VENTURA,53200
1990,REGIÃO NORDESTE,PB,ETANOL,2502409,BONITO DE SANTA FE,82700
1990,REGIÃO NORDESTE,PB,ETANOL,2502508,BOQUEIRAO,236900
1990,REGIÃO NORDESTE,PB,ETANOL,2502805,BREJO DO CRUZ,122900
1990,REGIÃO NORDESTE,PB,ETANOL,2502904,BREJO DOS SANTOS,5000
1990,REGIÃO NORDESTE,PB,ETANOL,2503001,CAAPORA,311417
1990,REGIÃO NORDESTE,PB,ETANOL,2503100,CABACEIRAS,36800
1990,REGIÃO NORDESTE,PB,ETANOL,2503209,CABEDELO,4576422
1990,REGIÃO NORDESTE,PB,ETANOL,2503308,CACHOEIRA DOS INDIOS,93570
1990,REGIÃO NORDESTE,PB,ETANOL,2503506,CACIMBA DE DENTRO,70902
1990,REGIÃO NORDESTE,PB,ETANOL,2503605,CAICARA,19200
1990,REGIÃO NORDESTE,PB,ETANOL,2503704,CAJAZEIRAS,1293114
1990,REGIÃO NORDESTE,PB,ETANOL,2503803,CALDAS BRANDAO,360250
1990,REGIÃO NORDESTE,PB,ETANOL,2504009,CAMPINA GRANDE,18298325
1990,REGIÃO NORDESTE,PB,ETANOL,2504306,CATOLE DO ROCHA,573523
1990,REGIÃO NORDESTE,PB,ETANOL,2504405,CONCEICAO,117966
1990,REGIÃO NORDESTE,PB,ETANOL,2504504,CONDADO,98381
1990,REGIÃO NORDESTE,PB,ETANOL,2504603,CONDE,806399
1990,REGIÃO NORDESTE,PB,ETANOL,2504702,CONGO,83423
1990,REGIÃO NORDESTE,PB,ETANOL,2504801,COREMAS,146500
1990,REGIÃO NORDESTE,PB,ETANOL,2504900,CRUZ DO ESPIRITO SANTO,200450
1990,REGIÃO NORDESTE,PB,ETANOL,2505006,CUBATI,63055
1990,REGIÃO NORDESTE,PB,ETANOL,2505105,CUITE,216029
1990,REGIÃO NORDESTE,PB,ETANOL,2505204,CUITEGI,4000
1990,REGIÃO NORDESTE,PB,ETANOL,2505402,DESTERRO,55300
1990,REGIÃO NORDESTE,PB,ETANOL,2505501,VISTA SERRANA,233262
1990,REGIÃO NORDESTE,PB,ETANOL,2505808,DUAS ESTRADAS,76400
1990,REGIÃO NORDESTE,PB,ETANOL,2506004,ESPERANCA,397150
1990,REGIÃO NORDESTE,PB,ETANOL,2506103,FAGUNDES,10589
1990,REGIÃO NORDESTE,PB,ETANOL,2506301,GUARABIRA,1403662
1990,REGIÃO NORDESTE,PB,ETANOL,2506400,GURINHEM,203550
1990,REGIÃO NORDESTE,PB,ETANOL,2506608,IBIARA,38682
1990,REGIÃO NORDESTE,PB,ETANOL,2506806,INGA,422508
1990,REGIÃO NORDESTE,PB,ETANOL,2506905,ITABAIANA,515370
1990,REGIÃO NORDESTE,PB,ETANOL,2507002,ITAPORANGA,413872
1990,REGIÃO NORDESTE,PB,ETANOL,2507101,ITAPOROROCA,112298
1990,REGIÃO NORDESTE,PB,ETANOL,2507200,ITATUBA,66325
1990,REGIÃO NORDESTE,PB,ETANOL,2507309,JACARAU,51398
1990,REGIÃO NORDESTE,PB,ETANOL,2507408,JERICO,58300
1990,REGIÃO NORDESTE,PB,ETANOL,2507507,JOAO PESSOA,48232045
1990,REGIÃO NORDESTE,PB,ETANOL,2507606,JUAREZ TAVORA,83952
1990,REGIÃO NORDESTE,PB,ETANOL,2507705,JUAZEIRINHO,141950
1990,REGIÃO NORDESTE,PB,ETANOL,2507804,JUNCO DO SERIDO,79803
1990,REGIÃO NORDESTE,PB,ETANOL,2507903,JURIPIRANGA,78000
1990,REGIÃO NORDESTE,PB,ETANOL,2508208,LAGOA DE DENTRO,85338
1990,REGIÃO NORDESTE,PB,ETANOL,2508307,LAGOA SECA,370450
1990,REGIÃO NORDESTE,PB,ETANOL,2508604,LUCENA,105860
1990,REGIÃO NORDESTE,PB,ETANOL,2508802,MALTA,147550
1990,REGIÃO NORDESTE,PB,ETANOL,2508901,MAMANGUAPE,2163041
1990,REGIÃO NORDESTE,PB,ETANOL,2509107,MARI,219800
1990,REGIÃO NORDESTE,PB,ETANOL,2509305,MATARACA,101657
1990,REGIÃO NORDESTE,PB,ETANOL,2509404,MOGEIRO,37226
1990,REGIÃO NORDESTE,PB,ETANOL,2509701,MONTEIRO,326169
1990,REGIÃO NORDESTE,PB,ETANOL,2509909,NATUBA,67800
1990,REGIÃO NORDESTE,PB,ETANOL,2510105,NOVA FLORESTA,55700
1990,REGIÃO NORDESTE,PB,ETANOL,2510808,PATOS,3885480
1990,REGIÃO NORDESTE,PB,ETANOL,2510907,PAULISTA,66350
1990,REGIÃO NORDESTE,PB,ETANOL,2511103,PEDRA LAVRADA,103550
1990,REGIÃO NORDESTE,PB,ETANOL,2511202,PEDRAS DE FOGO,12100
1990,REGIÃO NORDESTE,PB,ETANOL,2511301,PIANCO,383547
1990,REGIÃO NORDESTE,PB,ETANOL,2511400,PICUI,257441
1990,REGIÃO NORDESTE,PB,ETANOL,2511509,PILAR,51260
1990,REGIÃO NORDESTE,PB,ETANOL,2511608,PILOES,55336
1990,REGIÃO NORDESTE,PB,ETANOL,2511806,PIRPIRITUBA,14000
1990,REGIÃO NORDESTE,PB,ETANOL,2511905,PITIMBU,69397
1990,REGIÃO NORDESTE,PB,ETANOL,2512002,POCINHOS,62550
1990,REGIÃO NORDESTE,PB,ETANOL,2512101,POMBAL,781916
1990,REGIÃO NORDESTE,PB,ETANOL,2512200,PRATA,122234
1990,REGIÃO NORDESTE,PB,ETANOL,2512309,PRINCESA ISABEL,205550
1990,REGIÃO NORDESTE,PB,ETANOL,2512507,QUEIMADAS,254674
1990,REGIÃO NORDESTE,PB,ETANOL,2512705,REMIGIO,191300
1990,REGIÃO NORDESTE,PB,ETANOL,2512903,RIO TINTO,159400
1990,REGIÃO NORDESTE,PB,ETANOL,2513109,SALGADO DE SAO FELIX,42208
1990,REGIÃO NORDESTE,PB,ETANOL,2513406,SANTA LUZIA,404850
1990,REGIÃO NORDESTE,PB,ETANOL,2513703,SANTA RITA,1713793
1990,REGIÃO NORDESTE,PB,ETANOL,2513901,SAO BENTO,355800
1990,REGIÃO NORDESTE,PB,ETANOL,2514008,SAO JOAO DO CARIRI,86300
1990,REGIÃO NORDESTE,PB,ETANOL,2514206,SAO JOSE DA LAGOA TAPA,35200
1990,REGIÃO NORDESTE,PB,ETANOL,2514503,SAO JOSE DE PIRANHAS,182461
1990,REGIÃO NORDESTE,PB,ETANOL,2514602,SAO JOSE DO BONFIM,641947
1990,REGIÃO NORDESTE,PB,ETANOL,2514909,SAO MAMEDE,144450
1990,REGIÃO NORDESTE,PB,ETANOL,2515104,SAO SEBASTIAO DE LAGOA,99650
1990,REGIÃO NORDESTE,PB,ETANOL,2515203,SAO SEBASTIAO DO UMBUZ,37650
1990,REGIÃO NORDESTE,PB,ETANOL,2515302,SAPE,1182043
1990,REGIÃO NORDESTE,PB,ETANOL,2515500,SERRA BRANCA,156113
1990,REGIÃO NORDESTE,PB,ETANOL,2516003,SOLANEA,688400
1990,REGIÃO NORDESTE,PB,ETANOL,2516102,SOLEDADE,491756
1990,REGIÃO NORDESTE,PB,ETANOL,2516201,SOUSA,1590384
1990,REGIÃO NORDESTE,PB,ETANOL,2516300,SUME,365700
1990,REGIÃO NORDESTE,PB,ETANOL,2516508,TAPEROA,272550
1990,REGIÃO NORDESTE,PB,ETANOL,2516607,TAVARES,66400
1990,REGIÃO NORDESTE,PB,ETANOL,2516706,TEIXEIRA,236755
1990,REGIÃO NORDESTE,PB,ETANOL,2516904,UIRAUNA,212308
1990,REGIÃO NORDESTE,PB,ETANOL,2517001,UMBUZEIRO,175200
1991,REGIÃO NORDESTE,PB,ETANOL,2500106,AGUA BRANCA,59800
1991,REGIÃO NORDESTE,PB,ETANOL,2500304,ALAGOA GRANDE,352838
1991,REGIÃO NORDESTE,PB,ETANOL,2500403,ALAGOA NOVA,196000
1991,REGIÃO NORDESTE,PB,ETANOL,2500502,ALAGOINHA,128050
1991,REGIÃO NORDESTE,PB,ETANOL,2500601,ALHANDRA,440656
1991,REGIÃO NORDESTE,PB,ETANOL,2500700,SAO JOAO DO RIO DO PEI,287549
1991,REGIÃO NORDESTE,PB,ETANOL,2500809,ARACAGI,95900
1991,REGIÃO NORDESTE,PB,ETANOL,2500908,ARARA,92400
1991,REGIÃO NORDESTE,PB,ETANOL,2501005,ARARUNA,139756
1991,REGIÃO NORDESTE,PB,ETANOL,2501104,AREIA,151612
1991,REGIÃO NORDESTE,PB,ETANOL,2501203,AREIAL,75550
1991,REGIÃO NORDESTE,PB,ETANOL,2501302,AROEIRAS,290000
1991,REGIÃO NORDESTE,PB,ETANOL,2501401,BAIA DA TRAICAO,16011
1991,REGIÃO NORDESTE,PB,ETANOL,2501500,BANANEIRAS,102633
1991,REGIÃO NORDESTE,PB,ETANOL,2501609,BARRA DE SANTA ROSA,200715
1991,REGIÃO NORDESTE,PB,ETANOL,2501807,BAYEUX,2886408
1991,REGIÃO NORDESTE,PB,ETANOL,2501906,BELEM,364295
1991,REGIÃO NORDESTE,PB,ETANOL,2502003,BELEM DO BREJO DO CRUZ,47700
1991,REGIÃO NORDESTE,PB,ETANOL,2502102,BOA VENTURA,113500
1991,REGIÃO NORDESTE,PB,ETANOL,2502409,BONITO DE SANTA FE,79150
1991,REGIÃO NORDESTE,PB,ETANOL,2502508,BOQUEIRAO,258650
1991,REGIÃO NORDESTE,PB,ETANOL,2502805,BREJO DO CRUZ,159900
1991,REGIÃO NORDESTE,PB,ETANOL,2503001,CAAPORA,351036
1991,REGIÃO NORDESTE,PB,ETANOL,2503100,CABACEIRAS,67400
1991,REGIÃO NORDESTE,PB,ETANOL,2503209,CABEDELO,4320425
1991,REGIÃO NORDESTE,PB,ETANOL,2503308,CACHOEIRA DOS INDIOS,92356
