ANO,MÊS,GRANDE REGIÃO,UNIDADE DA FEDERAÇÃO,PRODUTO,PRODUÇÃO
2014,JUL,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"5316,831"
2014,AGO,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"11245,578"
2014,SET,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"14820,071"
2014,OUT,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"17609,227"
2014,NOV,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"20171,579"
2014,DEZ,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"20279,414"
2015,JAN,REGIÃO NORDESTE,PARAIBA,ANIDRO,"33720,539"
2015,FEV,REGIÃO NORDESTE,PARAIBA,ANIDRO,"21550,69"
2015,MAR,REGIÃO NORDESTE,PARAIBA,ANIDRO,"8291,898"
2015,ABR,REGIÃO NORDESTE,PARAIBA,ANIDRO,"4978,157"
2015,MAI,REGIÃO NORDESTE,PARAIBA,ANIDRO,"191,094"
2015,JUN,REGIÃO NORDESTE,PARAIBA,ANIDRO,0
2015,JUL,REGIÃO NORDESTE,PARAIBA,ANIDRO,"269,254"
2015,AGO,REGIÃO NORDESTE,PARAIBA,ANIDRO,"11639,921"
2015,SET,REGIÃO NORDESTE,PARAIBA,ANIDRO,"27598,406"
2015,OUT,REGIÃO NORDESTE,PARAIBA,ANIDRO,"32885,176"
2015,NOV,REGIÃO NORDESTE,PARAIBA,ANIDRO,"35708,204"
2015,DEZ,REGIÃO NORDESTE,PARAIBA,ANIDRO,"31870,392"
2015,JAN,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"19324,929"
2015,FEV,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"22643,758"
2015,MAR,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"25271,181"
2015,ABR,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"13273,86"
2015,MAI,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"1730,24"
2015,JUN,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"6050,256"
2015,JUL,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"1743,672"
2015,AGO,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"15503,096"
2015,SET,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"33186,283"
2015,OUT,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"31480,551"
2015,NOV,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"34609,587"
2015,DEZ,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"33535,954"
2016,JAN,REGIÃO NORDESTE,PARAIBA,ANIDRO,"20986,338"
2016,FEV,REGIÃO NORDESTE,PARAIBA,ANIDRO,7152
2016,MAR,REGIÃO NORDESTE,PARAIBA,ANIDRO,4924
2016,ABR,REGIÃO NORDESTE,PARAIBA,ANIDRO,1481
2016,MAI,REGIÃO NORDESTE,PARAIBA,ANIDRO,0
2016,JUN,REGIÃO NORDESTE,PARAIBA,ANIDRO,0
2016,JUL,REGIÃO NORDESTE,PARAIBA,ANIDRO,185
2016,AGO,REGIÃO NORDESTE,PARAIBA,ANIDRO,"12430,327"
2016,SET,REGIÃO NORDESTE,PARAIBA,ANIDRO,"26778,481"
2016,OUT,REGIÃO NORDESTE,PARAIBA,ANIDRO,27662
2016,NOV,REGIÃO NORDESTE,PARAIBA,ANIDRO,28430
2016,DEZ,REGIÃO NORDESTE,PARAIBA,ANIDRO,"28498,529"
2016,JAN,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"29300,317"
2016,FEV,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"14946,789"
2016,MAR,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"7006,537"
2016,ABR,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"2955,462"
2016,MAI,REGIÃO NORDESTE,PARAIBA,HIDRATADO,0
2016,JUN,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"299,848"
2016,JUL,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"4780,873"
2016,AGO,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"28909,058"
2016,SET,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"28806,509"
2016,OUT,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"31459,207"
2016,NOV,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"29918,966"
2016,DEZ,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"23323,01"
2017,JAN,REGIÃO NORDESTE,PARAIBA,ANIDRO,"10405,996"
2017,FEV,REGIÃO NORDESTE,PARAIBA,ANIDRO,"4535,337"
2017,MAR,REGIÃO NORDESTE,PARAIBA,ANIDRO,"2445,893"
2017,ABR,REGIÃO NORDESTE,PARAIBA,ANIDRO,0
2017,MAI,REGIÃO NORDESTE,PARAIBA,ANIDRO,0
2017,JUN,REGIÃO NORDESTE,PARAIBA,ANIDRO,0
2017,JUL,REGIÃO NORDESTE,PARAIBA,ANIDRO,"1202,132"
2017,AGO,REGIÃO NORDESTE,PARAIBA,ANIDRO,"13976,237"
2017,SET,REGIÃO NORDESTE,PARAIBA,ANIDRO,"24157,822"
2017,OUT,REGIÃO NORDESTE,PARAIBA,ANIDRO,"34225,957"
2017,NOV,REGIÃO NORDESTE,PARAIBA,ANIDRO,"30072,204"
2017,DEZ,REGIÃO NORDESTE,PARAIBA,ANIDRO,"32804,647"
2017,JAN,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"18073,248"
2017,FEV,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"630,29"
2017,MAR,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"339,725"
2017,ABR,REGIÃO NORDESTE,PARAIBA,HIDRATADO,0
2017,MAI,REGIÃO NORDESTE,PARAIBA,HIDRATADO,0
2017,JUN,REGIÃO NORDESTE,PARAIBA,HIDRATADO,0
2017,JUL,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"2443,137"
2017,AGO,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"23296,815"
2017,SET,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"29630,502"
2017,OUT,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"30432,504"
2017,NOV,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"36875,478"
2017,DEZ,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"34086,99"
2018,JAN,REGIÃO NORDESTE,PARAIBA,ANIDRO,"28472,322"
2018,FEV,REGIÃO NORDESTE,PARAIBA,ANIDRO,"13953,858"
2018,MAR,REGIÃO NORDESTE,PARAIBA,ANIDRO,"6828,092"
2018,ABR,REGIÃO NORDESTE,PARAIBA,ANIDRO,0
2018,MAI,REGIÃO NORDESTE,PARAIBA,ANIDRO,0
2018,JUN,REGIÃO NORDESTE,PARAIBA,ANIDRO,0
2018,JUL,REGIÃO NORDESTE,PARAIBA,ANIDRO,"1126,948"
2018,AGO,REGIÃO NORDESTE,PARAIBA,ANIDRO,"15409,707"
2018,SET,REGIÃO NORDESTE,PARAIBA,ANIDRO,"22523,456"
2018,OUT,REGIÃO NORDESTE,PARAIBA,ANIDRO,"31718,488"
2018,NOV,REGIÃO NORDESTE,PARAIBA,ANIDRO,"25301,567"
2018,DEZ,REGIÃO NORDESTE,PARAIBA,ANIDRO,"25071,662"
2018,JAN,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"27880,659"
2018,FEV,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"5289,523"
2018,MAR,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"4740,456"
2018,ABR,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"8775,022"
2018,MAI,REGIÃO NORDESTE,PARAIBA,HIDRATADO,0
2018,JUN,REGIÃO NORDESTE,PARAIBA,HIDRATADO,0
2018,JUL,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"5520,152"
2018,AGO,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"34239,638"
2018,SET,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"45793,987"
2018,OUT,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"41925,804"
2018,NOV,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"47430,357"
2018,DEZ,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"39042,379"
2019,JAN,REGIÃO NORDESTE,PARAIBA,ANIDRO,"13118,498"
2019,FEV,REGIÃO NORDESTE,PARAIBA,ANIDRO,"8338,805"
2019,MAR,REGIÃO NORDESTE,PARAIBA,ANIDRO,"9009,674"
2019,ABR,REGIÃO NORDESTE,PARAIBA,ANIDRO,0
2019,MAI,REGIÃO NORDESTE,PARAIBA,ANIDRO,0
2019,JUN,REGIÃO NORDESTE,PARAIBA,ANIDRO,0
2019,JUL,REGIÃO NORDESTE,PARAIBA,ANIDRO,"2498,108"
2019,AGO,REGIÃO NORDESTE,PARAIBA,ANIDRO,"17711,32"
2019,SET,REGIÃO NORDESTE,PARAIBA,ANIDRO,"22451,949"
2019,OUT,REGIÃO NORDESTE,PARAIBA,ANIDRO,"34002,072"
2019,NOV,REGIÃO NORDESTE,PARAIBA,ANIDRO,"37623,558"
2019,DEZ,REGIÃO NORDESTE,PARAIBA,ANIDRO,"38977,947"
2019,JAN,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"15903,204"
2019,FEV,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"1377,951"
2019,MAR,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"277,949"
2019,ABR,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"570,249"
2019,MAI,REGIÃO NORDESTE,PARAIBA,HIDRATADO,0
2019,JUN,REGIÃO NORDESTE,PARAIBA,HIDRATADO,0
2019,JUL,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"6031,25"
2019,AGO,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"25656,8"
2019,SET,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"34160,062"
2019,OUT,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"31482,83"
2019,NOV,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"27749,205"
2019,DEZ,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"32085,408"
2020,JAN,REGIÃO NORDESTE,PARAIBA,ANIDRO,"30653,465"
2020,FEV,REGIÃO NORDESTE,PARAIBA,ANIDRO,"7724,177"
2020,MAR,REGIÃO NORDESTE,PARAIBA,ANIDRO,"8659,83"
2020,ABR,REGIÃO NORDESTE,PARAIBA,ANIDRO,"4520,646"
2020,MAI,REGIÃO NORDESTE,PARAIBA,ANIDRO,0
2020,JUN,REGIÃO NORDESTE,PARAIBA,ANIDRO,0
2020,JUL,REGIÃO NORDESTE,PARAIBA,ANIDRO,"3232,495"
2020,AGO,REGIÃO NORDESTE,PARAIBA,ANIDRO,"19941,832"
2020,SET,REGIÃO NORDESTE,PARAIBA,ANIDRO,"25185,991"
2020,OUT,REGIÃO NORDESTE,PARAIBA,ANIDRO,"32214,824"
2020,NOV,REGIÃO NORDESTE,PARAIBA,ANIDRO,"30572,612"
2020,DEZ,REGIÃO NORDESTE,PARAIBA,ANIDRO,"34938,26"
2020,JAN,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"32383,144"
2020,FEV,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"18017,611"
2020,MAR,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"3098,196"
2020,ABR,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"1258,411"
2020,MAI,REGIÃO NORDESTE,PARAIBA,HIDRATADO,0
2020,JUN,REGIÃO NORDESTE,PARAIBA,HIDRATADO,0
2020,JUL,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"3441,427"
2020,AGO,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"18789,568"
2020,SET,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"32658,454"
2020,OUT,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"32457,685"
2020,NOV,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"31592,658"
2020,DEZ,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"24186,901"
2021,JAN,REGIÃO NORDESTE,PARAIBA,ANIDRO,"17582,667"
2021,FEV,REGIÃO NORDESTE,PARAIBA,ANIDRO,"8702,506"
2021,MAR,REGIÃO NORDESTE,PARAIBA,ANIDRO,"7660,483"
2021,ABR,REGIÃO NORDESTE,PARAIBA,ANIDRO,0
2021,MAI,REGIÃO NORDESTE,PARAIBA,ANIDRO,0
2021,JUN,REGIÃO NORDESTE,PARAIBA,ANIDRO,0
2021,JUL,REGIÃO NORDESTE,PARAIBA,ANIDRO,"3822,782"
2021,AGO,REGIÃO NORDESTE,PARAIBA,ANIDRO,"20226,838"
2021,SET,REGIÃO NORDESTE,PARAIBA,ANIDRO,"40962,959"
2021,OUT,REGIÃO NORDESTE,PARAIBA,ANIDRO,"46373,851"
2021,NOV,REGIÃO NORDESTE,PARAIBA,ANIDRO,"43934,779"
2021,DEZ,REGIÃO NORDESTE,PARAIBA,ANIDRO,"37760,419"
2021,JAN,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"28699,447"
2021,FEV,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"5831,284"
2021,MAR,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"3492,701"
2021,ABR,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"5190,988"
2021,MAI,REGIÃO NORDESTE,PARAIBA,HIDRATADO,0
2021,JUN,REGIÃO NORDESTE,PARAIBA,HIDRATADO,0
2021,JUL,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"2753,823"
2021,AGO,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"14864,407"
2021,SET,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"15498,951"
2021,OUT,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"19299,762"
2021,NOV,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"22079,638"
2021,DEZ,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"18140,631"
2022,JAN,REGIÃO NORDESTE,PARAIBA,ANIDRO,"24219,804"
2022,FEV,REGIÃO NORDESTE,PARAIBA,ANIDRO,"6956,088"
2022,MAR,REGIÃO NORDESTE,PARAIBA,ANIDRO,0
2022,ABR,REGIÃO NORDESTE,PARAIBA,ANIDRO,0
2022,MAI,REGIÃO NORDESTE,PARAIBA,ANIDRO,0
2022,JUN,REGIÃO NORDESTE,PARAIBA,ANIDRO,0
2022,JUL,REGIÃO NORDESTE,PARAIBA,ANIDRO,"3665,455"
2022,AGO,REGIÃO NORDESTE,PARAIBA,ANIDRO,"30765,25"
2022,SET,REGIÃO NORDESTE,PARAIBA,ANIDRO,"40650,027"
2022,OUT,REGIÃO NORDESTE,PARAIBA,ANIDRO,"40722,706"
2022,NOV,REGIÃO NORDESTE,PARAIBA,ANIDRO,"36932,078"
2022,DEZ,REGIÃO NORDESTE,PARAIBA,ANIDRO,"47411,272"
2022,JAN,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"11507,574"
2022,FEV,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"4202,149"
2022,MAR,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"10680,848"
2022,ABR,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"4027,733"
2022,MAI,REGIÃO NORDESTE,PARAIBA,HIDRATADO,0
2022,JUN,REGIÃO NORDESTE,PARAIBA,HIDRATADO,0
2022,JUL,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"2378,258"
2022,AGO,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"9359,394"
2022,SET,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"18427,397"
2022,OUT,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"23437,513"
2022,NOV,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"27097,186"
2022,DEZ,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"19421,291"
2023,JAN,REGIÃO NORDESTE,PARAIBA,ANIDRO,"45353,336"
2023,FEV,REGIÃO NORDESTE,PARAIBA,ANIDRO,"31401,896"
2023,MAR,REGIÃO NORDESTE,PARAIBA,ANIDRO,"15605,52"
2023,ABR,REGIÃO NORDESTE,PARAIBA,ANIDRO,"6904,485"
2023,MAI,REGIÃO NORDESTE,PARAIBA,ANIDRO,"432,1"
2023,JUN,REGIÃO NORDESTE,PARAIBA,ANIDRO,0
2023,JUL,REGIÃO NORDESTE,PARAIBA,ANIDRO,"626,666"
2023,AGO,REGIÃO NORDESTE,PARAIBA,ANIDRO,"28779,961"
2023,SET,REGIÃO NORDESTE,PARAIBA,ANIDRO,"35076,76"
2023,OUT,REGIÃO NORDESTE,PARAIBA,ANIDRO,"39566,367"
2023,NOV,REGIÃO NORDESTE,PARAIBA,ANIDRO,"33937,758"
2023,DEZ,REGIÃO NORDESTE,PARAIBA,ANIDRO,"27641,698"
2023,JAN,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"10669,098"
2023,FEV,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"13182,474"
2023,MAR,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"14007,386"
2023,ABR,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"6736,837"
2023,MAI,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"1761,702"
2023,JUN,REGIÃO NORDESTE,PARAIBA,HIDRATADO,0
2023,JUL,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"5192,427"
2023,AGO,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"15038,19"
2023,SET,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"18125,273"
2023,OUT,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"17888,218"
2023,NOV,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"24970,191"
2023,DEZ,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"26392,924"
2024,JAN,REGIÃO NORDESTE,PARAIBA,ANIDRO,"29392,552"
2024,FEV,REGIÃO NORDESTE,PARAIBA,ANIDRO,"12681,696"
2024,MAR,REGIÃO NORDESTE,PARAIBA,ANIDRO,"10068,44"
2024,ABR,REGIÃO NORDESTE,PARAIBA,ANIDRO,"1242,471"
2024,MAI,REGIÃO NORDESTE,PARAIBA,ANIDRO,0
2024,JUN,REGIÃO NORDESTE,PARAIBA,ANIDRO,0
2024,JUL,REGIÃO NORDESTE,PARAIBA,ANIDRO,0
2024,AGO,REGIÃO NORDESTE,PARAIBA,ANIDRO,"15202,716"
2024,SET,REGIÃO NORDESTE,PARAIBA,ANIDRO,"19404,29"
2024,OUT,REGIÃO NORDESTE,PARAIBA,ANIDRO,"21134,924"
2024,NOV,REGIÃO NORDESTE,PARAIBA,ANIDRO,"30464,844"
2024,DEZ,REGIÃO NORDESTE,PARAIBA,ANIDRO,"33252,995"
2024,JAN,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"16254,501"
2024,FEV,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"8492,88"
2024,MAR,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"7391,561"
2024,ABR,REGIÃO NORDESTE,PARAIBA,HIDRATADO,10756
2024,MAI,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"5584,836"
2024,JUN,REGIÃO NORDESTE,PARAIBA,HIDRATADO,0
2024,JUL,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"5217,173"
2024,AGO,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"29690,593"
2024,SET,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"40767,622"
2024,OUT,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"36088,45"
2024,NOV,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"24492,706"
2024,DEZ,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"17107,866"
2025,JAN,REGIÃO NORDESTE,PARAIBA,ANIDRO,"22277,363"
2025,FEV,REGIÃO NORDESTE,PARAIBA,ANIDRO,"13412,385"
2025,MAR,REGIÃO NORDESTE,PARAIBA,ANIDRO,"5709,429"
2025,ABR,REGIÃO NORDESTE,PARAIBA,ANIDRO,"666,149"
2025,MAI,REGIÃO NORDESTE,PARAIBA,ANIDRO,"34,633"
2025,JUN,REGIÃO NORDESTE,PARAIBA,ANIDRO,0
2025,JUL,REGIÃO NORDESTE,PARAIBA,ANIDRO,0
2025,AGO,REGIÃO NORDESTE,PARAIBA,ANIDRO,"9111,749"
2025,SET,REGIÃO NORDESTE,PARAIBA,ANIDRO,"22567,328"
2025,OUT,REGIÃO NORDESTE,PARAIBA,ANIDRO,"23050,879"
2025,NOV,REGIÃO NORDESTE,PARAIBA,ANIDRO,"29622,782"
2025,DEZ,REGIÃO NORDESTE,PARAIBA,ANIDRO,"36472,002"
2025,JAN,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"22754,385"
2025,FEV,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"16739,561"
2025,MAR,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"13403,405"
2025,ABR,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"13120,661"
2025,MAI,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"6531,485"
2025,JUN,REGIÃO NORDESTE,PARAIBA,HIDRATADO,0
2025,JUL,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"2819,46"
2025,AGO,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"25591,967"
2025,SET,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"29354,995"
2025,OUT,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"32881,208"
2025,NOV,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"25266,097"
2025,DEZ,REGIÃO NORDESTE,PARAIBA,HIDRATADO,"21207,746"
2026,JAN,REGIÃO NORDESTE,PARAIBA,ANIDRO,"39738,25"
2026,FEV,REGIÃO NORDESTE,PARAIBA,ANIDRO,"11609,7"
2026,MAR,REGIÃO NORDESTE,PARAIBA,ANIDRO,"7404,56"
2026,ABR,REGIÃO NORDESTE,PARAIBA,ANIDRO,"354,156"
2026,MAI,REGIÃO NORDESTE,PARAIBA,ANIDRO,0
2026,JUN,REGIÃO NORDESTE,PARAIBA,ANIDRO,0
